UV index;sun days;sun hours;Rh;MXT;MNT;prectot;UV index;sun days;sun hours;Rh;MXT;MNT;PREECTOT;UV index;sun days;sun hours;Rh;MXT;MNT;PREECTOT;UV index;sun days;sun hours;Rh;MXT;MNT;PREECTOT;UV index;sun days;sun hours;Rh;MXT;MNT;PREECTOT;UV index;sun days;sun hours;Rh;MXT;MNT;PREECTOT;Rasio;Tingkat_mutasi
5;22;269.5;60.07;20.38;6.45;1.06;5;26;275;48.9;24.84;8.45;0.66;7;18;271;52.91;28.76;14.14;2.25;9;18;276;37.01;36.1;20.6;0.56;7;18;284.5;29.67;40.96;25.74;1.75;10;16;271.5;40.33;40.61;29.06;1.48;0.000265;1
5;22;269.5;60.07;20.38;6.45;1.06;5;26;275;48.9;24.84;8.45;0.66;7;18;271;52.91;28.76;14.14;2.25;9;18;276;37.01;36.1;20.6;0.56;7;18;284.5;29.67;40.96;25.74;1.75;10;16;271.5;40.33;40.61;29.06;1.48;0;0
5;22;269.5;60.07;20.38;6.45;1.06;5;26;275;48.9;24.84;8.45;0.66;7;18;271;52.91;28.76;14.14;2.25;9;18;276;37.01;36.1;20.6;0.56;7;18;284.5;29.67;40.96;25.74;1.75;10;16;271.5;40.33;40.61;29.06;1.48;0.000265;2
5;22;269.5;60.07;20.38;6.45;1.06;5;26;275;48.9;24.84;8.45;0.66;7;18;271;52.91;28.76;14.14;2.25;9;18;276;37.01;36.1;20.6;0.56;7;18;284.5;29.67;40.96;25.74;1.75;10;16;271.5;40.33;40.61;29.06;1.48;0.000265;2
5;22;269.5;60.07;20.38;6.45;1.06;5;26;275;48.9;24.84;8.45;0.66;7;18;271;52.91;28.76;14.14;2.25;9;18;276;37.01;36.1;20.6;0.56;7;18;284.5;29.67;40.96;25.74;1.75;10;16;271.5;40.33;40.61;29.06;1.48;0.000265;2
5;22;269.5;60.07;20.38;6.45;1.06;5;26;275;48.9;24.84;8.45;0.66;7;18;271;52.91;28.76;14.14;2.25;9;18;276;37.01;36.1;20.6;0.56;7;18;284.5;29.67;40.96;25.74;1.75;10;16;271.5;40.33;40.61;29.06;1.48;0.000265;2
5;22;269.5;60.07;20.38;6.45;1.06;5;26;275;48.9;24.84;8.45;0.66;7;18;271;52.91;28.76;14.14;2.25;9;18;276;37.01;36.1;20.6;0.56;7;18;284.5;29.67;40.96;25.74;1.75;10;16;271.5;40.33;40.61;29.06;1.48;0.000265;2
5;22;269.5;60.07;20.38;6.45;1.06;5;26;275;48.9;24.84;8.45;0.66;7;18;271;52.91;28.76;14.14;2.25;9;18;276;37.01;36.1;20.6;0.56;7;18;284.5;29.67;40.96;25.74;1.75;10;16;271.5;40.33;40.61;29.06;1.48;0.000265;2
5;22;269.5;60.07;20.38;6.45;1.06;5;26;275;48.9;24.84;8.45;0.66;7;18;271;52.91;28.76;14.14;2.25;9;18;276;37.01;36.1;20.6;0.56;7;18;284.5;29.67;40.96;25.74;1.75;10;16;271.5;40.33;40.61;29.06;1.48;0.000795;2
2;14;177;79.39;10.07;1.41;4.01;3;12;209.5;73.68;11.33;1.37;1.19;3;12;193;76.81;13.83;3.43;4.35;6;9;181.5;74.1;16.62;5.82;6.43;5;15;200.5;78.2;23.43;13.85;4;5;8;188;81.3;26.97;18.77;7.18;0;0
2;14;177;79.39;10.07;1.41;4.01;3;12;209.5;73.68;11.33;1.37;1.19;3;12;193;76.81;13.83;3.43;4.35;6;9;181.5;74.1;16.62;5.82;6.43;5;15;200.5;78.2;23.43;13.85;4;5;8;188;81.3;26.97;18.77;7.18;0.000265;1
2;14;177;79.39;10.07;1.41;4.01;3;12;209.5;73.68;11.33;1.37;1.19;3;12;193;76.81;13.83;3.43;4.35;6;9;181.5;74.1;16.62;5.82;6.43;5;15;200.5;78.2;23.43;13.85;4;5;8;188;81.3;26.97;18.77;7.18;0.000265;1
2;14;177;79.39;10.07;1.41;4.01;3;12;209.5;73.68;11.33;1.37;1.19;3;12;193;76.81;13.83;3.43;4.35;6;9;181.5;74.1;16.62;5.82;6.43;5;15;200.5;78.2;23.43;13.85;4;5;8;188;81.3;26.97;18.77;7.18;0.000265;1
2;14;177;79.39;10.07;1.41;4.01;3;12;209.5;73.68;11.33;1.37;1.19;3;12;193;76.81;13.83;3.43;4.35;6;9;181.5;74.1;16.62;5.82;6.43;5;15;200.5;78.2;23.43;13.85;4;5;8;188;81.3;26.97;18.77;7.18;0.00053;2
2;14;177;79.39;10.07;1.41;4.01;3;12;209.5;73.68;11.33;1.37;1.19;3;12;193;76.81;13.83;3.43;4.35;6;9;181.5;74.1;16.62;5.82;6.43;5;15;200.5;78.2;23.43;13.85;4;5;8;188;81.3;26.97;18.77;7.18;0.00053;2
2;14;177;79.39;10.07;1.41;4.01;3;12;209.5;73.68;11.33;1.37;1.19;3;12;193;76.81;13.83;3.43;4.35;6;9;181.5;74.1;16.62;5.82;6.43;5;15;200.5;78.2;23.43;13.85;4;5;8;188;81.3;26.97;18.77;7.18;0.000265;1
2;14;177;79.39;10.07;1.41;4.01;3;12;209.5;73.68;11.33;1.37;1.19;3;12;193;76.81;13.83;3.43;4.35;6;9;181.5;74.1;16.62;5.82;6.43;5;15;200.5;78.2;23.43;13.85;4;5;8;188;81.3;26.97;18.77;7.18;0.00053;2
2;14;177;79.39;10.07;1.41;4.01;3;12;209.5;73.68;11.33;1.37;1.19;3;12;193;76.81;13.83;3.43;4.35;6;9;181.5;74.1;16.62;5.82;6.43;5;15;200.5;78.2;23.43;13.85;4;5;8;188;81.3;26.97;18.77;7.18;0.000795;2
2;14;177;79.39;10.07;1.41;4.01;3;12;209.5;73.68;11.33;1.37;1.19;3;12;193;76.81;13.83;3.43;4.35;6;9;181.5;74.1;16.62;5.82;6.43;5;15;200.5;78.2;23.43;13.85;4;5;8;188;81.3;26.97;18.77;7.18;0.000265;1
